throughput,threads,uratio,lsize,,0,10,25,50,75,100
236.397748592871,8,25,10000,,#N/A,#N/A,236.397748592871,#N/A,#N/A,#N/A
11138.4762817441,9,25,100,,#N/A,#N/A,11138.4762817441,#N/A,#N/A,#N/A
346.629986244842,9,25,1000,,#N/A,#N/A,346.629986244842,#N/A,#N/A,#N/A
246.549262256069,9,25,10000,,#N/A,#N/A,246.549262256069,#N/A,#N/A,#N/A
17446.7982667309,10,25,100,,#N/A,#N/A,17446.7982667309,#N/A,#N/A,#N/A
365.357967667436,10,25,1000,,#N/A,#N/A,365.357967667436,#N/A,#N/A,#N/A
218.374884579871,10,25,10000,,#N/A,#N/A,218.374884579871,#N/A,#N/A,#N/A
16628.7843502562,11,25,100,,#N/A,#N/A,16628.7843502562,#N/A,#N/A,#N/A
443.085606773283,11,25,1000,,#N/A,#N/A,443.085606773283,#N/A,#N/A,#N/A
157.822506861848,11,25,10000,,#N/A,#N/A,157.822506861848,#N/A,#N/A,#N/A
8097.02166064982,12,25,100,,#N/A,#N/A,8097.02166064982,#N/A,#N/A,#N/A
218.396012686905,12,25,1000,,#N/A,#N/A,218.396012686905,#N/A,#N/A,#N/A
262.957679505468,12,25,10000,,#N/A,#N/A,262.957679505468,#N/A,#N/A,#N/A
436244.827586207,1,50,100,,#N/A,#N/A,#N/A,436244.827586207,#N/A,#N/A
44724.0868706812,1,50,1000,,#N/A,#N/A,#N/A,44724.0868706812,#N/A,#N/A
5656.62055335968,1,50,10000,,#N/A,#N/A,#N/A,5656.62055335968,#N/A,#N/A
73122.1632061806,2,50,100,,#N/A,#N/A,#N/A,73122.1632061806,#N/A,#N/A
5393.88052452647,2,50,1000,,#N/A,#N/A,#N/A,5393.88052452647,#N/A,#N/A
910.609037328094,2,50,10000,,#N/A,#N/A,#N/A,910.609037328094,#N/A,#N/A
27322.3909848114,3,50,100,,#N/A,#N/A,#N/A,27322.3909848114,#N/A,#N/A
2311.86440677966,3,50,1000,,#N/A,#N/A,#N/A,2311.86440677966,#N/A,#N/A
414.517669531996,3,50,10000,,#N/A,#N/A,#N/A,414.517669531996,#N/A,#N/A
27189.8305084746,4,50,100,,#N/A,#N/A,#N/A,27189.8305084746,#N/A,#N/A
6965.34895070766,4,50,1000,,#N/A,#N/A,#N/A,6965.34895070766,#N/A,#N/A
318.355640535373,4,50,10000,,#N/A,#N/A,#N/A,318.355640535373,#N/A,#N/A
22563.3187772926,5,50,100,,#N/A,#N/A,#N/A,22563.3187772926,#N/A,#N/A
4542.7037579307,5,50,1000,,#N/A,#N/A,#N/A,4542.7037579307,#N/A,#N/A
241.951219512195,5,50,10000,,#N/A,#N/A,#N/A,241.951219512195,#N/A,#N/A
14508.1339712919,6,50,100,,#N/A,#N/A,#N/A,14508.1339712919,#N/A,#N/A
968.360498561841,6,50,1000,,#N/A,#N/A,#N/A,968.360498561841,#N/A,#N/A
231.980906921241,6,50,10000,,#N/A,#N/A,#N/A,231.980906921241,#N/A,#N/A
23478.3847980998,7,50,100,,#N/A,#N/A,#N/A,23478.3847980998,#N/A,#N/A
381.113801452785,7,50,1000,,#N/A,#N/A,#N/A,381.113801452785,#N/A,#N/A
351.428571428571,7,50,10000,,#N/A,#N/A,#N/A,351.428571428571,#N/A,#N/A
16093.9467312349,8,50,100,,#N/A,#N/A,#N/A,16093.9467312349,#N/A,#N/A
337.779895188185,8,50,1000,,#N/A,#N/A,#N/A,337.779895188185,#N/A,#N/A
329.496402877698,8,50,10000,,#N/A,#N/A,#N/A,329.496402877698,#N/A,#N/A
8059.26622765757,9,50,100,,#N/A,#N/A,#N/A,8059.26622765757,#N/A,#N/A
437.272727272727,9,50,1000,,#N/A,#N/A,#N/A,437.272727272727,#N/A,#N/A
236.363636363636,9,50,10000,,#N/A,#N/A,#N/A,236.363636363636,#N/A,#N/A
